end,length,minorLoss,name,roughness,start,status,tags,diameter,year
Junction-36126,"146.879999999999995","0.000000000000000",Pipe-53609,"1.000000000000000",Junction-26207,OPEN,steel,"210.100","2004"
Junction-26207,"11.289999999999999","0.000000000000000",Pipe-22957,"1.000000000000000",Junction-14320,OPEN,steel,"312.700","2004"
Junction-14237,"139.009999999999991","0.000000000000000",Pipe-7718,"1.000000000000000",Junction-14236,OPEN,steel,"263.000","2006"
Junction-50690,"14.400000000000000","0.000000000000000",Pipe-38371,"1.000000000000000",Junction-50708,OPEN,steel,"132.500","2015"
Junction-28106,"41.719999999999999","0.000000000000000",Pipe-32143,"1.000000000000000",Junction-455502,OPEN,steel,"43.100","2006"
Junction-59036,"1.600000000000000","0.000000000000000",Pipe-53727,"1.000000000000000",Junction-55618,OPEN,steel,"28.500","2003"
Junction-853,"127.870000000000005","0.000000000000000",Pipe-38718,"1.000000000000000",Junction-972,OPEN,steel,"160.300","2008"
Junction-36675,"36.439999999999998","0.000000000000000",Pipe-521840,"1.000000000000000",Junction-455855,OPEN,steel,"43.100","2008"
Junction-50998,"49.270000000000003","0.000000000000000",Pipe-38840,"1.000000000000000",Junction-50999,OPEN,steel,"28.500","1999"
Junction-14630,"0.290000000000000","0.000000000000000",Pipe-7966,"1.000000000000000",Junction-14629,OPEN,steel,"160.300","1975"
Junction-37296,"434.069999999999993","0.000000000000000",Pipe-31471,"1.000000000000000",Junction-15653,OPEN,steel,"393.900","2003"
Junction-37925,"35.500000000000000","0.000000000000000",Pipe-40209,"1.000000000000000",Junction-28533,OPEN,steel,"28.500","2002"
Junction-36217,"21.960000000000001","0.000000000000000",Pipe-46119,"1.000000000000000",Junction-36215,OPEN,steel,"37.200","2006"
Junction-14222,"1.840000000000000","0.000000000000000",Pipe-7707,"1.000000000000000",Junction-328,OPEN,steel,"82.500","2000"
Junction-519269,"21.960000000000001","0.000000000000000",Pipe-583158,"1.000000000000000",Junction-14522,OPEN,steel,"28.500","2006"
Junction-469548,"67.829999999999998","0.000000000000000",Pipe-30929,"1.000000000000000",Junction-14812,OPEN,steel,"54.500","2006"
Junction-455600,"1.020000000000000","0.000000000000000",Pipe-547836,"1.000000000000000",Junction-455968,OPEN,steel,"210.100","2008"
Junction-14336,"56.049999999999997","0.000000000000000",Pipe-53616,"1.000000000000000",Junction-58995,OPEN,steel,"70.300","2004"
Junction-471821,"3.550000000000000","0.000000000000000",Pipe-543684,"1.000000000000000",Junction-472569,OPEN,steel,"54.500","2008"
Junction-15041,"17.210000000000001","0.000000000000000",Pipe-8220,"1.000000000000000",Junction-15040,OPEN,steel,"37.200","1980"
Junction-477370,"51.130000000000003","0.000000000000000",Pipe-22955,"1.000000000000000",Junction-26203,OPEN,steel,"132.500","2006"
Junction-455563,"2.500000000000000","0.000000000000000",Pipe-537512,"1.000000000000000",Junction-15014,OPEN,steel,"37.200","2017"
Junction-26257,"65.239999999999995","0.000000000000000",Pipe-15400,"1.000000000000000",Junction-14391,OPEN,steel,"43.100","2004"
Junction-51342,"55.689999999999998","0.000000000000000",Pipe-24087,"1.000000000000000",Junction-56100,OPEN,steel,"37.200","1999"
Junction-470,"34.619999999999997","0.000000000000000",Pipe-257,"1.000000000000000",Junction-469,OPEN,steel,"43.100","2001"
Junction-414,"104.000000000000000","0.000000000000000",Pipe-15340,"1.000000000000000",Junction-14370,OPEN,steel,"70.300","1991"
Junction-626,"33.259999999999998","0.000000000000000",Pipe-30788,"1.000000000000000",Junction-14598,OPEN,steel,"160.300","2008"
Junction-435,"18.969999999999999","0.000000000000000",Pipe-7765,"1.000000000000000",Junction-433,OPEN,steel,"37.200","2008"
Junction-468413,"9.600000000000000","0.000000000000000",Pipe-537575,"1.000000000000000",Junction-467933,OPEN,steel,"70.300","2008"
Junction-734,"21.789999999999999","0.000000000000000",Pipe-7950,"1.000000000000000",Junction-729,OPEN,steel,"43.100","2003"
Junction-36201,"28.739999999999998","0.000000000000000",Pipe-15467,"1.000000000000000",Junction-14549,OPEN,steel,"37.200","1975"
Junction-36552,"17.399999999999999","0.000000000000000",Pipe-38846,"1.000000000000000",Junction-15025,OPEN,steel,"37.200","1999"
Junction-14556,"0.640000000000000","0.000000000000000",Pipe-15501,"1.000000000000000",Junction-14558,OPEN,steel,"54.500","1975"
Junction-15663,"25.520000000000000","0.000000000000000",Pipe-8599,"1.000000000000000",Junction-15662,OPEN,steel,"37.200","1975"
Junction-36682,"37.340000000000003","0.000000000000000",Pipe-520999,"1.000000000000000",Junction-455317,OPEN,steel,"43.100","2017"
Junction-1828,"17.879999999999999","0.000000000000000",Pipe-39254,"1.000000000000000",Junction-27268,OPEN,steel,"43.100","1975"
Junction-59009,"19.870000000000001","0.000000000000000",Pipe-53645,"1.000000000000000",Junction-26253,OPEN,steel,"54.500","2004"
Junction-14192,"18.440000000000001","0.000000000000000",Pipe-38292,"1.000000000000000",Junction-50667,OPEN,steel,"28.500","2000"
Junction-26147,"125.390000000000001","0.000000000000000",Pipe-22916,"1.000000000000000",Junction-36046,OPEN,steel,"54.500","1998"
Junction-59152,"37.320000000000000","0.000000000000000",Pipe-54164,"1.000000000000000",Junction-36689,OPEN,steel,"21.700","2000"
Junction-595,"0.810000000000000","0.000000000000000",Pipe-325,"1.000000000000000",Junction-14496,OPEN,steel,"70.300","1984"
Junction-475230,"10.980000000000000","0.000000000000000",Pipe-547573,"1.000000000000000",Junction-475144,OPEN,steel,"28.500","2023"
Junction-473519,"89.780000000000001","0.000000000000000",Pipe-546534,"1.000000000000000",Junction-473712,OPEN,steel,"107.100","2021"
Junction-662,"12.640000000000001","0.000000000000000",Pipe-361,"1.000000000000000",Junction-660,OPEN,steel,"28.500","1982"
Junction-343,"7.650000000000000","0.000000000000000",Pipe-53574,"1.000000000000000",Junction-58977,OPEN,steel,"28.500","1998"
Junction-55647,"17.000000000000000","0.000000000000000",Pipe-46193,"1.000000000000000",Junction-26476,OPEN,steel,"28.500","1975"
Junction-474278,"1.720000000000000","0.000000000000000",Pipe-10097,"1.000000000000000",Junction-18021,OPEN,steel,"82.500","2008"
Junction-473715,"2.030000000000000","0.000000000000000",Pipe-547051,"1.000000000000000",Junction-473711,OPEN,steel,"107.100","2023"
Junction-590476,"12.210000000000001","0.000000000000000",Pipe-652641,"1.000000000000000",Junction-26147,OPEN,steel,"43.100","1998"
Junction-51077,"24.649999999999999","0.000000000000000",Pipe-38978,"1.000000000000000",Junction-1337,OPEN,steel,"37.200","1999"
Junction-455402,"67.420000000000002","0.000000000000000",Pipe-521965,"1.000000000000000",Junction-456944,OPEN,steel,"54.500","2006"
Junction-455331,"0.220000000000000","0.000000000000000",Pipe-520014,"1.000000000000000",Junction-1313,OPEN,steel,"132.500","2008"
Junction-473934,"14.310000000000000","0.000000000000000",Pipe-545785,"1.000000000000000",Junction-473936,OPEN,steel,"107.100","2021"
Junction-44792,"0.760000000000000","0.000000000000000",Pipe-46639,"1.000000000000000",Junction-1543,OPEN,steel,"107.100","1980"
Junction-477370,"13.710000000000001","0.000000000000000",Pipe-550549,"1.000000000000000",Junction-477369,OPEN,steel,"132.500","2006"
Junction-456164,"10.779999999999999","0.000000000000000",Pipe-38727,"1.000000000000000",Junction-50933,OPEN,steel,"37.200","2006"
Junction-1348,"26.850000000000001","0.000000000000000",Pipe-23537,"1.000000000000000",Junction-1342,OPEN,steel,"54.500","1999"
Junction-14353,"4.410000000000000","0.000000000000000",Pipe-7795,"1.000000000000000",Junction-476,OPEN,steel,"28.500","1994"
Junction-44941,"8.060000000000000","0.000000000000000",Pipe-31456,"1.000000000000000",Junction-44940,OPEN,steel,"28.500","2000"
Junction-50931,"43.640000000000001","0.000000000000000",Pipe-38726,"1.000000000000000",Junction-50932,OPEN,steel,"37.200","2006"
Junction-1528,"66.599999999999994","0.000000000000000",Pipe-541645,"1.000000000000000",Junction-473695,OPEN,steel,"70.300","2008"
Junction-15017,"15.199999999999999","0.000000000000000",Pipe-8205,"1.000000000000000",Junction-1151,OPEN,steel,"28.500","1999"
Junction-14713,"57.270000000000003","0.000000000000000",Pipe-38639,"1.000000000000000",Junction-14714,OPEN,steel,"160.300","1993"
Junction-456743,"1.340000000000000","0.000000000000000",Pipe-521703,"1.000000000000000",Junction-456742,OPEN,steel,"344.400","1990"
Junction-36104,"31.949999999999999","0.000000000000000",Pipe-22976,"1.000000000000000",Junction-36108,OPEN,steel,"54.500","1990"
Junction-427,"138.169999999999987","0.000000000000000",Pipe-30592,"1.000000000000000",Junction-372,OPEN,steel,"70.300","1991"
Junction-417,"11.910000000000000","0.000000000000000",Pipe-38361,"1.000000000000000",Junction-44213,OPEN,steel,"43.100","1991"
Junction-516,"34.070000000000000","0.000000000000000",Pipe-46052,"1.000000000000000",Junction-55586,OPEN,steel,"43.100","1990"
Junction-36236,"2.490000000000000","0.000000000000000",Pipe-545776,"1.000000000000000",Junction-473931,OPEN,steel,"43.100","1975"
Junction-2436,"41.119999999999997","0.000000000000000",Pipe-31835,"1.000000000000000",Junction-16189,OPEN,steel,"37.200","1975"
Junction-590496,"40.119999999999997","0.000000000000000",Pipe-652662,"1.000000000000000",Junction-590499,OPEN,steel,"132.500","1999"
Junction-471684,"0.440000000000000","0.000000000000000",Pipe-542361,"1.000000000000000",Junction-465541,OPEN,steel,"37.200","2017"
Junction-26356,"14.500000000000000","0.000000000000000",Pipe-15470,"1.000000000000000",Junction-599,OPEN,steel,"43.100","1997"
Junction-14621,"10.930000000000000","0.000000000000000",Pipe-23162,"1.000000000000000",Junction-36296,OPEN,steel,"28.500","1975"
Junction-14537,"2.500000000000000","0.000000000000000",Pipe-7909,"1.000000000000000",Junction-644,OPEN,steel,"21.700","2003"
Junction-44302,"57.899999999999999","0.000000000000000",Pipe-30726,"1.000000000000000",Junction-50769,OPEN,steel,"43.100","2004"
Junction-26163,"2.350000000000000","0.000000000000000",Pipe-15326,"1.000000000000000",Junction-26162,OPEN,steel,"132.500","2015"
Junction-15003,"4.600000000000000","0.000000000000000",Pipe-537081,"1.000000000000000",Junction-15000,OPEN,steel,"28.500","2008"
Junction-449,"48.049999999999997","0.000000000000000",Pipe-15364,"1.000000000000000",Junction-26213,OPEN,steel,"107.100","2004"
Junction-14284,"19.480000000000000","0.000000000000000",Pipe-38347,"1.000000000000000",Junction-14260,OPEN,steel,"43.100","1991"
Junction-515854,"36.250000000000000","0.000000000000000",Pipe-580658,"1.000000000000000",Junction-516105,OPEN,steel,"28.500","2024"
Junction-26302,"36.630000000000003","0.000000000000000",Pipe-537297,"1.000000000000000",Junction-543,OPEN,steel,"37.200","2006"
Junction-44300,"5.560000000000000","0.000000000000000",Pipe-53683,"1.000000000000000",Junction-59018,OPEN,steel,"43.100","2003"
Junction-751,"23.520000000000000","0.000000000000000",Pipe-15554,"1.000000000000000",Junction-26472,OPEN,steel,"28.500","1975"
Junction-26042,"79.510000000000005","0.000000000000000",Pipe-15237,"1.000000000000000",Junction-14133,OPEN,steel,"132.500","2007"
Junction-387,"16.260000000000002","0.000000000000000",Pipe-7734,"1.000000000000000",Junction-14263,OPEN,steel,"28.500","2008"
Junction-361,"14.800000000000001","0.000000000000000",Pipe-45974,"1.000000000000000",Junction-14248,OPEN,steel,"37.200","1998"
Junction-14410,"93.719999999999999","0.000000000000000",Pipe-38439,"1.000000000000000",Junction-44279,OPEN,steel,"107.100","1984"
Junction-469993,"83.549999999999997","0.000000000000000",Pipe-540096,"1.000000000000000",Junction-48,OPEN,steel,"107.100","2020"
Junction-26141,"58.840000000000003","0.000000000000000",Pipe-15309,"1.000000000000000",Junction-14239,OPEN,steel,"54.500","2006"
Junction-44383,"0.230000000000000","0.000000000000000",Pipe-38585,"1.000000000000000",Junction-50842,OPEN,steel,"43.100","1975"
Junction-51587,"17.300000000000001","0.000000000000000",Pipe-39788,"1.000000000000000",Junction-51586,OPEN,steel,"43.100","2001"
Junction-26771,"74.469999999999999","0.000000000000000",Pipe-54053,"1.000000000000000",Junction-51002,OPEN,steel,"37.200","1980"
Junction-876,"11.369999999999999","0.000000000000000",Pipe-475,"1.000000000000000",Junction-875,OPEN,steel,"28.500","1975"
Junction-340,"36.600000000000001","0.000000000000000",Pipe-184,"1.000000000000000",Junction-339,OPEN,steel,"54.500","2004"
Junction-407,"14.199999999999999","0.000000000000000",Pipe-7746,"1.000000000000000",Junction-14280,OPEN,steel,"54.500","1998"
Junction-15000,"3.150000000000000","0.000000000000000",Pipe-542015,"1.000000000000000",Junction-471455,OPEN,steel,"21.700","2020"
Junction-475378,"1.520000000000000","0.000000000000000",Pipe-548971,"1.000000000000000",Junction-476274,OPEN,steel,"444.400","2024"
Junction-59066,"34.180000000000000","0.000000000000000",Pipe-467,"1.000000000000000",Junction-14698,OPEN,steel,"43.100","2006"
Junction-471254,"0.700000000000000","0.000000000000000",Pipe-546406,"1.000000000000000",Junction-471253,OPEN,steel,"54.500","2021"
Junction-26536,"2.150000000000000","0.000000000000000",Pipe-30789,"1.000000000000000",Junction-44361,OPEN,steel,"70.300","2006"
Junction-456150,"57.960000000000001","0.000000000000000",Pipe-53464,"1.000000000000000",Junction-58948,OPEN,steel,"54.500","2008"
Junction-465893,"43.320000000000000","0.000000000000000",Pipe-520652,"1.000000000000000",Junction-59385,OPEN,steel,"37.200","2006"
Junction-26216,"14.230000000000000","0.000000000000000",Pipe-46044,"1.000000000000000",Junction-14398,OPEN,steel,"82.500","2004"
Junction-51349,"29.600000000000001","0.000000000000000",Pipe-39410,"1.000000000000000",Junction-15874,OPEN,steel,"70.300","1998"
Junction-51087,"0.300000000000000","0.000000000000000",Pipe-38989,"1.000000000000000",Junction-51086,OPEN,steel,"37.200","1980"
Junction-26442,"39.109999999999999","0.000000000000000",Pipe-30798,"1.000000000000000",Junction-26449,OPEN,steel,"37.200","2005"
Junction-474366,"3.700000000000000","0.000000000000000",Pipe-546208,"1.000000000000000",Junction-476161,OPEN,steel,"160.300","2021"
Junction-26554,"24.090000000000000","0.000000000000000",Pipe-15622,"1.000000000000000",Junction-14718,OPEN,steel,"43.100","1982"
Junction-44263,"65.290000000000006","0.000000000000000",Pipe-38419,"1.000000000000000",Junction-508,OPEN,steel,"82.500","2003"
Junction-50679,"13.050000000000001","0.000000000000000",Pipe-38309,"1.000000000000000",Junction-50678,OPEN,steel,"37.200","2007"
Junction-2116,"25.520000000000000","0.000000000000000",Pipe-1140,"1.000000000000000",Junction-27494,OPEN,steel,"28.500","1975"
Junction-36287,"52.450000000000003","0.000000000000000",Pipe-23150,"1.000000000000000",Junction-14600,OPEN,steel,"54.500","2005"
Junction-15632,"22.670000000000002","0.000000000000000",Pipe-8583,"1.000000000000000",Junction-2082,OPEN,steel,"37.200","1999"
Junction-14452,"17.100000000000001","0.000000000000000",Pipe-53682,"1.000000000000000",Junction-571,OPEN,steel,"54.500","2003"
Junction-468630,"16.559999999999999","0.000000000000000",Pipe-30536,"1.000000000000000",Junction-26073,OPEN,steel,"28.500","2008"
Junction-14697,"46.820000000000000","0.000000000000000",Pipe-23213,"1.000000000000000",Junction-50863,OPEN,steel,"28.500","2006"
Junction-630,"11.430000000000000","0.000000000000000",Pipe-344,"1.000000000000000",Junction-44332,OPEN,steel,"28.500","2005"
Junction-61178,"7.790000000000000","0.000000000000000",Pipe-7864,"1.000000000000000",Junction-14468,OPEN,steel,"107.100","2002"
Junction-475145,"0.760000000000000","0.000000000000000",Pipe-547454,"1.000000000000000",Junction-475147,OPEN,steel,"70.300","2023"
Junction-457437,"281.490000000000009","0.000000000000000",Pipe-546909,"1.000000000000000",Junction-457436,OPEN,steel,"312.700","2023"
Junction-36298,"13.840000000000000","0.000000000000000",Pipe-23163,"1.000000000000000",Junction-36297,OPEN,steel,"28.500","2004"
Junction-55696,"0.850000000000000","0.000000000000000",Pipe-46290,"1.000000000000000",Junction-14804,OPEN,steel,"37.200","2006"
Junction-455376,"21.649999999999999","0.000000000000000",Pipe-520070,"1.000000000000000",Junction-455375,OPEN,steel,"28.500","1975"
Junction-3339,"4.510000000000000","0.000000000000000",Pipe-16996,"1.000000000000000",Junction-3342,OPEN,steel,"160.300","2006"
Junction-44187,"30.350000000000001","0.000000000000000",Pipe-45968,"1.000000000000000",Junction-55556,OPEN,steel,"54.500","2007"
Junction-59304,"38.990000000000002","0.000000000000000",Pipe-31817,"1.000000000000000",Junction-2410,OPEN,steel,"28.500","1999"
Junction-37285,"17.059999999999999","0.000000000000000",Pipe-54785,"1.000000000000000",Junction-59303,OPEN,steel,"28.500","1999"
Junction-14267,"2.340000000000000","0.000000000000000",Pipe-7736,"1.000000000000000",Junction-14266,OPEN,steel,"37.200","2006"
Junction-26929,"31.160000000000000","0.000000000000000",Pipe-54169,"1.000000000000000",Junction,OPEN,steel,"37.200","1980"
Junction-36366,"25.800000000000001","0.000000000000000",Pipe-23230,"1.000000000000000",Junction-36365,OPEN,steel,"43.100","1982"
Junction-471249,"14.550000000000001","0.000000000000000",Pipe-541702,"1.000000000000000",Junction-471248,OPEN,steel,"37.200","2004"
